scan	exclude	SubjID	GSRs_CPu_CPu	GSRs_MOp_MOp	GSRs_S1bf_S1bf	GSRs_S1bf_ACA	GSRs_S1bf_cat
sub-rat036_task-rest_run-01_bold	no	sub-rat036_task-rest_run-01_bold	0.11601230175933408	0.020100935779857974	0.12384569538503458	-0.12110878206592923	Specific
sub-rat036_task-rest_run-02_bold	no	sub-rat036_task-rest_run-02_bold	0.24879787367129838	0.1171395473977741	0.09123615028116383	0.14333971845111246	Spurious
sub-rat036_task-rest_run-03_bold	no	sub-rat036_task-rest_run-03_bold	0.17445015897749855	0.0637922175880897	0.2208485789908536	0.0741153593906976	Specific
sub-rat037_task-rest_run-01_bold	yes	sub-rat037_task-rest_run-01_bold	0.5414598318023162	0.043845102002821996	0.18697603637127141	0.07016209361125363	Specific
sub-rat037_task-rest_run-02_bold	yes	sub-rat037_task-rest_run-02_bold	0.0620004977637398	0.029096684593418163	0.04552931831998575	0.15897613453880924	Spurious
sub-rat037_task-rest_run-03_bold	yes	sub-rat037_task-rest_run-03_bold	0.08815571687411747	0.062389770900318955	-0.0009089788008996723	-0.003963285014094803	No
sub-rat037_task-rest_run-04_bold	yes	sub-rat037_task-rest_run-04_bold	0.017654180873872737	0.06245909283700911	-0.10574220282218445	0.1768732917309847	Spurious
sub-rat038_task-rest_run-01_bold	no	sub-rat038_task-rest_run-01_bold	0.11357714224068846	0.25164729907106215	0.32139693935757085	-0.04713935325840944	Specific
sub-rat038_task-rest_run-02_bold	no	sub-rat038_task-rest_run-02_bold	0.558454086948183	0.526690163677292	0.43518022813777946	-0.20299798992529275	Specific
sub-rat038_task-rest_run-03_bold	no	sub-rat038_task-rest_run-03_bold	0.5404956968265606	0.7336200847897045	0.6186758945023523	-0.009582494400726203	Specific
sub-rat038_task-rest_run-04_bold	no	sub-rat038_task-rest_run-04_bold	0.09399397252379818	-0.01761290545858824	0.0656962547891922	0.046344892652167534	No
sub-rat039_task-rest_run-01_bold	no	sub-rat039_task-rest_run-01_bold	-0.4017599871140727	-0.3802691548383649	0.054712155888539456	-0.038259165442115196	No
sub-rat039_task-rest_run-02_bold	no	sub-rat039_task-rest_run-02_bold	-0.3296238978395898	-0.4511372129105893	-0.014955901974272582	-0.12182042362005163	Spurious
sub-rat039_task-rest_run-03_bold	no	sub-rat039_task-rest_run-03_bold	-0.3567904003470688	-0.059360315875730235	0.08711481206463344	0.16007855101138363	Spurious
sub-rat039_task-rest_run-04_bold	no	sub-rat039_task-rest_run-04_bold	-0.2507877428091904	-0.3548194560836793	0.14634990031799203	0.09166070746482173	Specific
sub-rat040_task-rest_run-01_bold	no	sub-rat040_task-rest_run-01_bold	-0.035879210791995644	0.33442562809596194	0.36427691050679245	-0.007674505735117242	Specific
sub-rat040_task-rest_run-02_bold	no	sub-rat040_task-rest_run-02_bold	0.04986251787651099	0.2590547682586181	0.22679217755084413	0.09370482972230576	Specific
sub-rat040_task-rest_run-03_bold	no	sub-rat040_task-rest_run-03_bold	0.12847046494190295	0.3101971711423343	0.3188683588627691	0.030008587145078945	Specific
sub-rat040_task-rest_run-04_bold	no	sub-rat040_task-rest_run-04_bold	0.08996034172383416	0.23925725278811943	0.3132936998989287	0.1161410101503141	Unspecific
sub-rat041_task-rest_run-01_bold	no	sub-rat041_task-rest_run-01_bold	0.061983072474166775	0.2253189353967659	-0.024154342218951214	0.0626200452664319	No
sub-rat041_task-rest_run-02_bold	yes	sub-rat041_task-rest_run-02_bold	0.06895662544525101	0.012855740217595989	-0.2516335325855034	0.06482373823904705	Spurious
sub-rat041_task-rest_run-03_bold	no	sub-rat041_task-rest_run-03_bold	0.19436501122465266	0.4293065284998293	0.19825503336830283	0.010088247467135799	Specific
sub-rat041_task-rest_run-04_bold	no	sub-rat041_task-rest_run-04_bold	0.38533080283370513	0.6682023183089293	0.37460433462913095	0.33806497254851253	Unspecific
sub-rat042_task-rest_run-01_bold	no	sub-rat042_task-rest_run-01_bold	0.1284674862465657	0.08587964833760219	0.2071689739335522	-0.040531764699578386	Specific
sub-rat042_task-rest_run-02_bold	yes	sub-rat042_task-rest_run-02_bold	0.3673207831148826	0.04178535372574635	-0.201121939768756	0.06021006110971102	Spurious
sub-rat042_task-rest_run-03_bold	no	sub-rat042_task-rest_run-03_bold	-0.05666274540303779	0.06013824544267251	0.28026532889409134	-0.04156564359731924	Specific
sub-rat042_task-rest_run-04_bold	no	sub-rat042_task-rest_run-04_bold	0.13041319797232578	0.26181600830035867	0.17482009315131974	0.02146744193093639	Specific
sub-rat043_task-rest_run-01_bold	yes	sub-rat043_task-rest_run-01_bold	-0.1593388829579997	0.3241374093576777	-0.05754091415547768	-0.10121001440385945	Spurious
sub-rat043_task-rest_run-02_bold	yes	sub-rat043_task-rest_run-02_bold	0.0	0.0	0.0	0.0	No
sub-rat043_task-rest_run-03_bold	yes	sub-rat043_task-rest_run-03_bold	0.0	0.0	0.0	0.0	No
sub-rat043_task-rest_run-04_bold	yes	sub-rat043_task-rest_run-04_bold	-0.1558281477563432	-0.07301955627875428	-0.19627587788880163	-0.1637483570162708	Spurious
sub-rat044_task-rest_run-01_bold	no	sub-rat044_task-rest_run-01_bold	0.1071540619270584	0.23080599137485153	0.19995813875733764	-0.02397959354594709	Specific
sub-rat044_task-rest_run-02_bold	yes	sub-rat044_task-rest_run-02_bold	-0.07469262378170985	0.003199873524034455	0.023395281890167235	-0.0431131504931275	No
sub-rat044_task-rest_run-03_bold	no	sub-rat044_task-rest_run-03_bold	0.029673247703102708	0.09871965603345413	0.07605596738163495	-0.0092021884122868	No
sub-rat044_task-rest_run-04_bold	no	sub-rat044_task-rest_run-04_bold	0.06621372098848798	0.11890198601596223	0.07116778846992317	0.1257857857912037	Spurious
sub-rat045_task-rest_run-01_bold	no	sub-rat045_task-rest_run-01_bold	-0.00465308904340752	0.07093766494394425	0.11473013410347656	0.12472992600100435	Unspecific
sub-rat045_task-rest_run-02_bold	no	sub-rat045_task-rest_run-02_bold	0.09121820154283204	0.21988631480369947	0.06163933283228488	0.053015906861013574	No
sub-rat046_task-rest_run-01_bold	yes	sub-rat046_task-rest_run-01_bold	0.1760200338894513	0.00410204701171056	0.18042856890656958	0.054706678430170894	Specific
sub-rat046_task-rest_run-02_bold	yes	sub-rat046_task-rest_run-02_bold	-0.1776696127810927	-0.15653833434852402	0.014091712259327434	0.0339431793168446	No
sub-rat046_task-rest_run-03_bold	no	sub-rat046_task-rest_run-03_bold	0.23050983413996337	0.41249007160941215	0.40691899826418565	0.1529246417920987	Unspecific
sub-rat046_task-rest_run-04_bold	no	sub-rat046_task-rest_run-04_bold	0.14675468897813693	0.604974818721018	0.43216625588569824	0.5173793584089056	Unspecific
sub-rat047_task-rest_run-01_bold	no	sub-rat047_task-rest_run-01_bold	0.4562504173381565	0.7244139046698729	0.581920424178662	0.02606620764370147	Specific
sub-rat047_task-rest_run-02_bold	no	sub-rat047_task-rest_run-02_bold	-0.15016311374866442	0.20453292293528882	0.09861019578038437	-0.0684267473331726	No
sub-rat047_task-rest_run-03_bold	no	sub-rat047_task-rest_run-03_bold	0.11043020014664619	0.6631609644898285	0.21908013491130246	0.1198818137927718	Unspecific
sub-rat047_task-rest_run-04_bold	no	sub-rat047_task-rest_run-04_bold	0.03818306606849834	0.15370299014418348	-0.006649405753593242	0.013024454104907646	No
sub-rat048_task-rest_run-01_bold	no	sub-rat048_task-rest_run-01_bold	0.3077107539111744	0.8095954240112327	0.8574311154224206	-0.29078604574173744	Specific
sub-rat048_task-rest_run-02_bold	no	sub-rat048_task-rest_run-02_bold	-0.06681370557621392	0.09473869776272403	0.13401751871554143	-0.03044478653489467	Specific
sub-rat048_task-rest_run-03_bold	no	sub-rat048_task-rest_run-03_bold	0.061208883085412974	0.4755716234090073	0.4999063679449121	0.22454394123795907	Unspecific
sub-rat048_task-rest_run-04_bold	no	sub-rat048_task-rest_run-04_bold	-0.017490315694704193	0.5891978338751367	0.5988224942554788	-0.09541888410987563	Specific
sub-rat049_task-rest_run-01_bold	no	sub-rat049_task-rest_run-01_bold	-0.07735691378916287	-0.08174688917222384	0.04114718798314057	0.15055210730681814	Spurious
sub-rat049_task-rest_run-02_bold	no	sub-rat049_task-rest_run-02_bold	-0.0747262742275046	0.1806238104406397	0.047034991810753796	0.04661371302864724	No
sub-rat049_task-rest_run-03_bold	no	sub-rat049_task-rest_run-03_bold	-0.10315422970741898	0.11862186971832488	0.19170924620063806	0.18423434959697313	Unspecific
sub-rat049_task-rest_run-04_bold	no	sub-rat049_task-rest_run-04_bold	0.046900658417070834	0.12587215092847018	0.018866681869208916	-0.045927074554606866	No
sub-rat050_task-rest_run-01_bold	no	sub-rat050_task-rest_run-01_bold	0.07214303962216374	-0.028054206907135778	-0.2958660867542959	0.32254378872791395	Spurious
sub-rat050_task-rest_run-02_bold	no	sub-rat050_task-rest_run-02_bold	0.08300187269326127	0.012004515397328176	0.06423470732896253	-0.05464366226009053	No
sub-rat050_task-rest_run-03_bold	no	sub-rat050_task-rest_run-03_bold	0.04220277235585951	-0.0011275610582093727	0.15010246402059724	-0.11667644865870398	Specific
sub-rat050_task-rest_run-04_bold	no	sub-rat050_task-rest_run-04_bold	0.16271315692860466	-0.03641863841916234	0.018151194374743173	0.0647689379765109	No
sub-rat051_task-rest_run-01_bold	no	sub-rat051_task-rest_run-01_bold	0.1818652281747956	0.20453425181588442	-0.016552048596275085	0.12486742324125923	Spurious
sub-rat051_task-rest_run-02_bold	no	sub-rat051_task-rest_run-02_bold	-0.04911151202316207	0.3854692362166762	0.22890434501602003	0.17278183986622098	Unspecific
sub-rat051_task-rest_run-03_bold	no	sub-rat051_task-rest_run-03_bold	0.1162283676234569	0.24582393978951378	0.08661380466597739	0.3018672131871709	Spurious
sub-rat051_task-rest_run-04_bold	no	sub-rat051_task-rest_run-04_bold	0.13999157647291696	0.19109758356340484	0.06274386371518405	0.2881798854976444	Spurious
sub-rat052_task-rest_run-01_bold	no	sub-rat052_task-rest_run-01_bold	0.1046130614590771	0.09196572026378008	0.18310318745501378	0.2772406087241595	Unspecific
sub-rat052_task-rest_run-02_bold	no	sub-rat052_task-rest_run-02_bold	0.19487702792996375	0.11584594666892663	0.07370084482470815	0.2678824831865113	Spurious
sub-rat052_task-rest_run-03_bold	no	sub-rat052_task-rest_run-03_bold	0.22539411666244574	0.20593058510818144	0.24978723935099778	0.3056273717282008	Unspecific
sub-rat052_task-rest_run-04_bold	no	sub-rat052_task-rest_run-04_bold	0.045831761644610614	0.265784114653022	0.26246438359888485	0.16908689581044986	Unspecific
sub-rat053_task-rest_run-01_bold	no	sub-rat053_task-rest_run-01_bold	-0.03356902897261914	0.07567855147346181	0.069353861343407	0.02548263915748023	No
sub-rat053_task-rest_run-02_bold	no	sub-rat053_task-rest_run-02_bold	0.03230210837446695	0.17352611891223782	-0.07555892628009005	-0.14366904886308896	Spurious
sub-rat053_task-rest_run-03_bold	no	sub-rat053_task-rest_run-03_bold	-0.08092643991013102	-0.10755272595633579	0.126422392213374	0.010470636244443228	Specific
sub-rat053_task-rest_run-04_bold	no	sub-rat053_task-rest_run-04_bold	-0.039199972999329036	0.007928465641012064	0.09154489379159127	0.3117777404936209	Spurious
sub-rat054_task-rest_run-01_bold	no	sub-rat054_task-rest_run-01_bold	0.7509394175132337	0.8656469759649832	0.7133590750813779	0.4004086067664372	Unspecific
sub-rat054_task-rest_run-02_bold	yes	sub-rat054_task-rest_run-02_bold	0.3986897321123493	0.13011786065863445	-0.10628856366635392	0.1135770526891874	Spurious
sub-rat054_task-rest_run-03_bold	no	sub-rat054_task-rest_run-03_bold	0.25302343269791755	0.47630510918690044	0.2515329578435961	0.42366249245112164	Unspecific
sub-rat054_task-rest_run-04_bold	no	sub-rat054_task-rest_run-04_bold	0.14808437443696942	0.3233252189528596	0.13116461528617965	0.07458261130931942	Specific
sub-rat055_task-rest_run-01_bold	yes	sub-rat055_task-rest_run-01_bold	-0.2003967710499	-0.0788582746929175	-0.01178276207946921	-0.21938610477240011	Spurious
sub-rat055_task-rest_run-02_bold	no	sub-rat055_task-rest_run-02_bold	0.07927312552864846	0.3025835866320404	0.2542649263298358	0.03413044460362372	Specific
sub-rat055_task-rest_run-03_bold	no	sub-rat055_task-rest_run-03_bold	0.036447123965562156	0.4689448416593652	0.4175265295867486	-0.0301911269479549	Specific
sub-rat055_task-rest_run-04_bold	no	sub-rat055_task-rest_run-04_bold	0.16260325170792156	0.4638946568861276	0.24424018371980832	-0.18024468842458846	Specific
sub-rat057_task-rest_run-01_bold	no	sub-rat057_task-rest_run-01_bold	0.04782585668074349	0.2981927180486554	0.2209467419523119	-0.0011290587095708657	Specific
sub-rat057_task-rest_run-02_bold	no	sub-rat057_task-rest_run-02_bold	0.21889350432480448	0.3735117213458328	0.4912579299964906	0.3253205564788394	Unspecific
sub-rat057_task-rest_run-03_bold	no	sub-rat057_task-rest_run-03_bold	0.5742284245164168	0.4273406554377013	0.34404790787784045	0.15642173027542577	Unspecific
sub-rat057_task-rest_run-04_bold	no	sub-rat057_task-rest_run-04_bold	0.6260397872619086	0.4877199440535374	0.26074087451589945	0.05718960519224426	Specific
sub-rat058_task-rest_run-01_bold	no	sub-rat058_task-rest_run-01_bold	0.2822686107531802	0.510604135105252	0.16921169352239063	0.04919973009365033	Specific
sub-rat058_task-rest_run-02_bold	no	sub-rat058_task-rest_run-02_bold	0.25483129594214116	0.15429915030889615	-0.015192278805221839	-0.024308359716806026	No
sub-rat058_task-rest_run-03_bold	no	sub-rat058_task-rest_run-03_bold	0.2342044838089503	0.18559237571875245	0.23770640578100974	0.05807503785228647	Specific
sub-rat058_task-rest_run-04_bold	no	sub-rat058_task-rest_run-04_bold	-0.01499383738070725	0.2386738154127777	0.1946803341373055	0.1458067242967234	Unspecific
sub-rat059_task-rest_run-01_bold	no	sub-rat059_task-rest_run-01_bold	0.5562172270301735	0.9626521184270829	0.7420687801713143	0.3749618314693548	Unspecific
sub-rat059_task-rest_run-02_bold	yes	sub-rat059_task-rest_run-02_bold	0.25715576275900337	0.18856042169120724	0.17059620900447323	0.1970627901279557	Unspecific
sub-rat059_task-rest_run-03_bold	yes	sub-rat059_task-rest_run-03_bold	0.2402174858844445	0.09921424134862755	-0.07151204289317697	-0.010736672105247412	No
sub-rat059_task-rest_run-04_bold	yes	sub-rat059_task-rest_run-04_bold	0.2756128731147431	0.38253351966052507	0.2631775969105116	0.060013016774620544	Specific
sub-rat060_task-rest_run-01_bold	yes	sub-rat060_task-rest_run-01_bold	0.3902657850867535	0.16694407642193437	0.5486669017279532	0.6073821006032261	Unspecific
sub-rat060_task-rest_run-02_bold	no	sub-rat060_task-rest_run-02_bold	0.013122045151936067	0.042126878480536346	0.12345628005919852	-0.13781409759015906	Specific
sub-rat060_task-rest_run-03_bold	no	sub-rat060_task-rest_run-03_bold	-0.03248109927410044	0.2872685599993423	0.39207923688730845	-0.20251876128487914	Specific
sub-rat060_task-rest_run-04_bold	no	sub-rat060_task-rest_run-04_bold	0.17158310917105374	0.18838387114216582	0.2228319012238753	-0.21209256700169252	Specific
sub-rat062_task-rest_run-01_bold	yes	sub-rat062_task-rest_run-01_bold	0.16260211413925219	0.060713990316103486	0.061617353799780124	0.25829823434273014	Spurious
sub-rat062_task-rest_run-02_bold	no	sub-rat062_task-rest_run-02_bold	0.12962741497518435	0.24217138114027306	0.20555688360566227	-0.09992344574516793	Specific
sub-rat062_task-rest_run-03_bold	yes	sub-rat062_task-rest_run-03_bold	0.2168609122729588	0.24951347384935987	-0.026548633060239753	-0.026848221800395384	No
sub-rat062_task-rest_run-04_bold	yes	sub-rat062_task-rest_run-04_bold	0.12163295597810746	0.24611463617293777	0.022761663821131095	0.3606180608975126	Spurious
sub-rat063_task-rest_run-01_bold	no	sub-rat063_task-rest_run-01_bold	0.24674373385585738	0.4758326385435814	0.33719182465909087	0.31493744048148287	Unspecific
sub-rat063_task-rest_run-02_bold	no	sub-rat063_task-rest_run-02_bold	0.12917548385657687	-0.05785583622541843	0.018696407438629097	0.1737890576750637	Spurious
